City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
243,terrigal,-33.45,151.45,300.91,52,0,2.17,AU,1712454739
244,colonia,50.9333,6.95,294.24,42,0,4.63,DE,1712454509
245,steinbach,50.1667,8.5667,289.7,75,0,1.03,DE,1712454690
246,cudillero,43.5622,-6.1459,287.4,87,0,1.54,ES,1712454772
247,myeik,12.4333,98.6,302.78,73,28,0.56,MM,1712454773
248,caconda,-13.7333,15.0667,289.8,91,100,0.91,AO,1712454773
249,mizan teferi,6.9833,35.5833,290.41,97,100,0.95,ET,1712454773
250,yakeshi,49.2833,120.7333,266.79,79,44,7.8,CN,1712454773
251,cidade velha,14.9167,-23.6167,295.41,73,20,7.72,CV,1712454678
252,coquimbo,-29.9533,-71.3436,288.0,88,0,1.03,CL,1712454389
253,kaoma,-14.7833,24.8,292.12,96,100,1.9,ZM,1712454774
254,bereeda,11.8704,51.0579,299.17,80,100,4.78,SO,1712454774
255,saint-denis,48.9167,2.3333,290.6,60,0,7.2,FR,1712454774
256,celestun,20.8667,-90.4,298.4,66,0,6.39,MX,1712454775
257,kaa-khem,51.6833,94.7333,278.38,74,98,0.57,RU,1712454775
258,lihue,21.9789,-159.3672,301.73,75,75,10.8,US,1712454574
259,el bauga,18.262,33.9081,299.71,15,86,8.34,SD,1712454775
260,papao,-17.75,-149.55,303.97,74,60,3.15,PF,1712454670
261,dzuunmod,48.2199,97.3744,275.65,55,42,0.78,MN,1712454776
262,cascais,38.6979,-9.4215,289.54,96,78,4.47,PT,1712454776
263,port macquarie,-31.4333,152.9167,295.87,74,69,1.19,AU,1712454776
264,fale old settlement,-9.3852,-171.2468,302.55,70,83,0.92,TK,1712454603
265,howard springs,-12.497,131.047,304.72,71,58,3.6,AU,1712454657
266,rampur,28.8167,79.0333,297.22,12,0,2.07,IN,1712454776
267,manokwari,-0.8667,134.0833,301.42,73,100,1.52,ID,1712454637
268,kapoeta,4.7717,33.5903,297.9,75,94,2.01,SS,1712454777
269,dili,-8.5586,125.5736,303.0,70,23,2.2,TL,1712454777
270,airuk,7.2772,168.8203,300.95,80,87,8.73,MH,1712454778
271,lishui,28.4604,119.9103,289.16,92,100,1.02,CN,1712454778
272,karangampel,-6.4622,108.4519,303.1,61,13,2.6,ID,1712454778
273,guerrero negro,27.9769,-114.0611,289.02,61,0,7.34,MX,1712454611
274,zwedru,6.0667,-8.1281,297.41,95,100,1.18,LR,1712454778
275,hajin,34.6927,40.827,291.42,55,5,7.05,SY,1712454778
276,riyadh,24.6877,46.7219,299.23,28,92,4.37,SA,1712454779
277,keflavik,64.0049,-22.5624,271.39,64,0,9.77,IS,1712454600
278,olyokminsk,60.3736,120.4264,261.39,68,54,2.71,RU,1712454659
279,hamlin,43.3031,-77.9211,281.34,72,72,4.51,US,1712454779
280,cabo san lucas,22.8909,-109.9124,295.66,71,100,0.89,MX,1712454534
281,beni,0.5,29.4667,291.27,100,100,0.35,CD,1712454697
282,dapa,9.7594,126.0531,301.78,67,37,6.06,PH,1712454780
283,isafjordur,66.0755,-23.124,268.45,81,100,14.99,IS,1712454629
284,nelidovo,56.2211,32.7774,279.58,99,100,2.12,RU,1712454780
285,tabalah,19.95,42.4,295.73,59,0,0.81,SA,1712454781
286,saipan,15.1355,145.701,304.54,62,20,11.32,MP,1712454605
287,singaraja,-8.112,115.0882,303.62,66,81,1.23,ID,1712454781
288,liberal,37.0431,-100.921,289.23,13,20,11.32,US,1712454781
289,greenville,35.6127,-77.3663,285.17,71,100,0.0,US,1712454762
